text,label
"Installation timely tha, lekin technician ka behavior aur professional ho sakta tha.",1
"Machine ka vibration control average hai, par aur stable ho sakti thi.",1
"Machine ki cleaning efficiency achhi hai, par drying speed slow lagti hai.",1
"Machine ke control buttons functional hain, but placement aur better ho sakti thi.",1
"Price range competitive hai, lekin features ke hisaab se thoda zyada lagta hai.",1
"Washing process smooth hai, lekin drying mein zyada time lagta hai.",1
"Machine ka water usage theek hai, par efficiency aur improve ki ja sakti hai.",1
"Machine ke programs basic hain, lekin beginners ke liye sufficient hai.",1
"Washing ka process simple hai, but drying ke liye aur optimization chahiye.",1
"Installation ka process timely tha, lekin thoda zyada time lagta hai.",1
"Machine ka design decent hai, but aur modern ho sakta tha.",1
"Washing performance effective hai, but drying ke liye aur improvement ki zarurat hai.",1
"Machine ke control buttons responsive hain, but placement aur better ho sakti thi.",1
"Warranty ka process smooth tha, par extended warranty ka option helpful hota.",1
"Water-saving feature functional hai, but kabhi kabhi pressure low lagta hai.",1
"Machine ka appearance simple hai, lekin aur stylish lagti to better hota.",1
"Noise level manageable hai, but aur silent ho sakti thi.",1
"Delivery fast thi, par packaging aur secure ho sakti thi.",1
"Washing kaafi smooth hai, but drying mein aur speed chahiye hoti hai.",1
"Energy efficiency theek hai, but long-term cost ke liye aur optimize ho sakta tha.",1
"Usage simple lagta hai, but kabhi kabhi lag issue hota hai.",1
"Kapde theek hai, na bohot ache na bohot bure.",1
"Fabric ki quality normal hai, jaise expect kiya tha.",1
"Stitching average hai, price ke hisaab se theek hai.",1
"Colors ache hain, lekin thode fade ho sakte hain.",1
"Fitting theek hai, lekin perfect nahi hai.",1
"Delivery time par hui, lekin packaging better ho sakti thi.",1
"Design acha hai, lekin kuch alag nahi lagta.",1
"Kapde durable lagte hain, lekin long-term ka nahi pata.",1
Price ke hisaab se material decent hai.,1
"Pattern stylish hai, lekin quality mein aur improvement ki zarurat hai.",1
Clothing brand ka variety theek-thak hai.,1
"Customer service helpful hai, lekin zyada responsive ho sakti hai.",1
"Kapde lightweight hain, but softness average hai.",1
"Zyada stylish nahi, lekin daily wear ke liye theek hai.",1
"Color range badhiya hai, lekin sabhi color sabko suit nahi karte.",1
"Kapde kaafi normal quality ke hain, overpriced lagte hain.",1
"Fabric thoda patla hai, lekin comfort me thik hai.",1
"Brand ka packaging okayish tha, kuch khaas nahi.",1
"Kapde ironing ke baad ache lagte hain, lekin wrinkles jaldi aate hain.",1
"Thread work decent hai, lekin close-up mein flaws dikhte hain.",1
"Kapdon ka maintenance average hai, high maintenance nahi hai.",1
"Summer ke liye theek hain, lekin winter mein warm nahi rahenge.",1
"Kapdon ke color options theek-thak hain, lekin aur variety ho sakti hai.",1
"Fabric durable lagta hai, lekin kuch zyada soft nahi hai.",1
"Style trendy hai, lekin market mein aur bhi ache options hain.",1
"Packaging aur finishing average thi, kuch khaas nahi tha.",1
"Kapde lightweight hain, lekin transparency thodi zyada hai.",1
"Customer support ka response timely tha, lekin solutions generic the.",1
"Fitting thoda loose ya tight lagta hai, perfect nahi hai.",1
"Material average hai, daily wear ke liye theek hai.",1
"Price affordable lagta hai, lekin quality aur improve ho sakti hai.",1
"Kapdon ke prints ache hain, lekin kuch plain lagte hain.",1
"Kapdon ka stitching theek hai, durability ka kuch keh nahi sakte.",1
"Brand ka delivery timing normal tha, late nahi hui.",1
"Fabric ka thickness balanced hai, lekin zyada soft nahi hai.",1
"Kapdon ka design decent hai, lekin fashionable nahi lagta.",1
Wear and tear ke baad quality kaafi average hai.,1
"Wash ke baad kapde shrink nahi hue, lekin texture thoda change ho gaya.",1
"Kapde skin-friendly hain, lekin bohot breathable nahi lagte.",1
"Brand ka reputation theek hai, lekin unique kuch nahi laga.",1
Price ke hisaab se kapdon ki quality fair lagti hai.,1
"Kapde ke buttons aur zippers functional hain, lekin high quality ke nahi.",1
"Clothing style basic hai, lekin classy nahi lagta.",1
"Summer ke liye theek hain, lekin harsh sunlight mein fade ho sakte hain.",1
"Kapdon ka weight average hai, heavy ya lightweight nahi lagta.",1
"Packaging neat thi, lekin premium feel nahi aaya.",1
"Wash ke baad kapde manageable hain, lekin wrinkle-free nahi hain.",1
"Fabric ka texture normal hai, bohot soft nahi lagta.",1
Price aur quality ka balance thoda mismatch lagta hai.,1
"Stitching solid lagti hai, lekin design ordinary hai.",1
"Kapde ka shrinkage minimal tha, lekin stretchability kaafi limited hai.",1
"Fitting decent thi, lekin body shape ke hisaab se perfect nahi lagi.",1
"Kapdon ki variety okayish hai, bohot diverse nahi lagti.",1
"Delivery timely thi, lekin packaging mein uniqueness ki kami thi.",1
Kapde ka maintenance effort average lagta hai.,1
"Fabric absorbent lagta hai, lekin long-term durability ka pata nahi.",1
"Daily wear ke liye theek hain, lekin festive occasions ke liye nahi.",1
"Kapdon ka stitching neat hai, lekin thread ka quality better ho sakta tha.",1
"Kapde ka fall achha lagta hai, lekin movement restricted feel hoti hai.",1
"Design plain hai, lekin decent lagta hai.",1
"Kapde fitting ke hisaab se comfortable hain, lekin stylish nahi lagte.",1
"Brand ka customer care satisfactory tha, lekin kaafi basic tha.",1
"Colors vibrant hain, lekin wash ke baad dull ho sakte hain.",1
"Kapde ke edges neatly finished hain, lekin premium touch nahi lagta.",1
"Brand ka return policy simple hai, lekin zyada options nahi milte.",1
"Kapde ka overall feel theek hai, premium nahi lagta.",1
"Stitching tight lagti hai, lekin everyday wear ke liye theek hai.",1
"Kapdon ki transparency manageable hai, lekin sheer hai.",1
"Fabric ka softness average hai, lekin rough nahi lagta.",1
"Design simple aur functional hai, lekin stand-out nahi lagta.",1
"Kapde ka price zyada hai, lekin overall okayish hai.",1
"Kapde dry cleaning ke baad fresh lagte hain, lekin wash ke baad dull.",1
"Fabric ka thickness medium hai, lekin consistency nahi lagti.",1
"Packaging minimal thi, lekin kapde safe aaye.",1
Kapdon ka fitting body ke hisaab se okayish hai.,1
"Fabric breathable hai, lekin lightweight nahi hai.",1
"Kapdon ka maintenance moderate hai, zyada effort nahi lagta.",1
Kapde ke color options safe aur basic hain.,1
Wash ke baad shrinkage kaafi minor tha.,1
"Kapde ke threads visible hain, lekin tear nahi hota.",1
"Delivery time accurate tha, lekin brand communication basic tha.",1
"Kapdon ki quality decent hai, lekin long-lasting nahi lagte.",1
"Style modern hai, lekin trendy nahi lagta.",1
"Fitting adjustable hai, lekin elastic tight lagta hai.",1
Kapde ka casual wear mein use theek lagta hai.,1
"Thread count average hai, premium nahi hai.",1
"Kapde ka hand feel okayish hai, lekin harsh nahi hai.",1
"Packaging kaafi simple thi, lekin efficient thi.",1
"Kapdon ka delivery process smooth tha, lekin slow tha.",1
Fabric ka thickness aur softness balanced hai.,1
Kapdon ka variety aur range fair hai.,1
Brand ka pricing policy justified lagta hai.,1
Kapde ka washing ke baad fade nahi hua.,1
"Thread quality decent hai, lekin premium nahi.",1
Kapde ke maintenance mein zyada issues nahi hain.,1
"Colors kaafi average lagte hain, vibrant nahi hain.",1
Brand ka return exchange kaafi easy tha.,1
"Kapde ka stitching loose tha, lekin use karne mein dikkat nahi.",1
"Fabric ka thickness fair hai, lekin soft touch nahi hai.",1
Kapdon ka casual aur daily wear ke liye theek hai.,1
