Review,Sentiment
"Screen mirroring seamless hai, TV experience easy banata hai.",Positive
Is phone ka color reproduction stunning aur natural hai.,Positive
Phone ka size aur weight perfect daily use ke liye hai.,Positive
Is phone ke widgets kaafi interactive aur customizable hain.,Positive
Gaming me kaafi fluid aur lag-free experience milta hai.,Positive
Is phone ka OS kaafi polished aur stable lagta hai.,Positive
"Yeh phone ka RAM aur storage combo perfect hai, performance kaafi acha hai.",Positive
"Fingerprint unlock kaafi fast aur accurate hai, convenience kaafi badh jata hai.",Positive
"Washing machine kaafi sahi hai, par kuch features extra hote to aur achha hota.",Neutral
"Kapde saaf ho jaate hain, lekin kabhi kabhi time zyada lagta hai.",Neutral
"Machine ka design theek hai, par build quality average lagti hai.",Neutral
"Performance decent hai, par kabhi kabhi kapde properly dry nahi hote.",Neutral
"Noise level manageable hai, lekin aur silent ho sakti thi.",Neutral
"Price thoda high lagta hai, par kaam theek se kar rahi hai.",Neutral
"Buttons kaafi responsive hain, par manual samajhne mein time lagta hai.",Neutral
"Water consumption moderate hai, but energy efficiency aur achhi ho sakti thi.",Neutral
Washing ke baad kapdon ki quality decent lagti hai.,Neutral
"Installation process smooth tha, but instructions thodi confusing thi.",Neutral
"Dryer theek se kaam karta hai, lekin kabhi kabhi extra spin karni padti hai.",Neutral
"Machine ka weight manageable hai, lekin portability thodi better ho sakti thi.",Neutral
"Warranty kaafi achhi hai, lekin service ka experience mila-jula tha.",Neutral
"Machine ka size compact hai, lekin chhoti family ke liye zyada suitable lagti hai.",Neutral
"Display informative hai, but aur user-friendly design ho sakti thi.",Neutral
"Machine ke programs useful hain, par variety aur honi chahiye thi.",Neutral
"Machine ke colors decent hain, lekin aur options hone chahiye.",Neutral
"Usage kaafi simple hai, par advanced users ke liye features limited hain.",Neutral
"Cleaning ke baad kapde soft lagte hain, but stains kabhi-kabhi remove nahi hote.",Neutral
"Machine ki motor reliable lagti hai, lekin long-term usage ka pata nahi hai.",Neutral
"Power consumption average hai, lekin aur efficient ho sakta tha.",Neutral
"Machine ke parts sturdy lagte hain, lekin plastic quality better ho sakti thi.",Neutral
"Installation ke liye time thoda zyada laga, par overall experience theek tha.",Neutral
"Machine ka noise level acceptable hai, lekin high speed par noticeable hai.",Neutral
"Delivery time sahi tha, par packaging aur secure ho sakti thi.",Neutral
"Machine ka drain system theek hai, par kabhi kabhi blockage ho jaata hai.",Neutral
"Customer support ka response timely tha, par aur professional ho sakta tha.",Neutral
"Machine ka water inlet design better ho sakta hai, lekin kaam chal raha hai.",Neutral
"Machine ki spin speed average hai, lekin heavy kapdon ke liye better ho sakti thi.",Neutral
"Machine ka price decent lagta hai, lekin discounts ka scope hai.",Neutral
"Build quality moderate hai, lekin thodi improvement ki zarurat lagti hai.",Neutral
"Machine ka color theek hai, lekin aur vibrant options hone chahiye.",Neutral
"Washing ka process straightforward hai, but user manual mein clarity ki kami hai.",Neutral
"Machine lightweight hai, par stability aur improve ki ja sakti thi.",Neutral
"Machine ka look modern hai, par kuch features basic lagte hain.",Neutral
"Usage simple hai, lekin kabhi kabhi buttons press karne mein force lagta hai.",Neutral
"Machine ka ek cycle kaafi time leta hai, lekin kapde saaf nikalte hain.",Neutral
"Machine ke advanced features limited hain, lekin basic needs cover ho jaati hain.",Neutral
"Installation ke baad machine smoothly chal rahi hai, lekin vibrations noticeable hain.",Neutral
"Machine compact hai, lekin drum capacity aur zyada ho sakti thi.",Neutral
"Detergent dispenser kaafi useful hai, lekin clean karne mein time lagta hai.",Neutral
"Delivery fast thi, par packaging thodi aur secure ho sakti thi.",Neutral
"Machine energy-efficient lagti hai, lekin water usage aur optimize ho sakta tha.",Neutral
"Machine ke modes simple hain, lekin kuch aur options helpful hote.",Neutral
"Water pressure ke liye machine zyada sensitive hai, lekin overall theek hai.",Neutral
"Machine ki warranty standard hai, lekin extended warranty option hona chahiye tha.",Neutral
"Machine ke control buttons easy to use hain, but better placement ho sakta tha.",Neutral
"Installation theek tha, par process mein time zyada laga.",Neutral
"Machine ka design sleek hai, lekin cleaning ke liye thoda effort lagta hai.",Neutral
"Machine ke features basic lagte hain, lekin beginner-friendly hai.",Neutral
"Washing performance consistent hai, but drying mein improvement ki zarurat hai.",Neutral
"Machine ke programs kaafi limited hain, par basic needs cover ho jaati hain.",Neutral
"Machine lightweight lagti hai, par material ki quality aur improve ho sakti hai.",Neutral
"Machine ke sensors functional hain, par kabhi-kabhi accurate readings nahi dete.",Neutral
"Machine ki warranty ka process smooth tha, lekin service mein improvement ki zarurat hai.",Neutral
"Water inlet ka placement better ho sakta tha, lekin functionality mein issue nahi hai.",Neutral
"Machine ka wash cycle kaafi effective hai, but drying mein improvement ki zarurat hai.",Neutral
"Machine ka color kaafi plain lagta hai, lekin functionality achhi hai.",Neutral
"Machine ke parts durable lagte hain, lekin plastic quality aur better ho sakti thi.",Neutral
"Usage kaafi straightforward hai, par kabhi kabhi lag hota hai.",Neutral
"Washing process effective hai, but drying mein aur speed chahiye hoti hai.",Neutral
"Machine ka size compact hai, but larger family ke liye sufficient nahi lagta.",Neutral
"Water-saving feature effective hai, lekin kabhi-kabhi pressure low lagta hai.",Neutral
"Machine ka design modern lagta hai, lekin color options aur honi chahiye.",Neutral
"Machine ka motor performance reliable lagta hai, lekin high load pe slow ho jaata hai.",Neutral
"Energy efficiency theek hai, par long-term cost ke liye aur better ho sakti thi.",Neutral
"Machine ka warranty period decent hai, lekin aur extendable hona chahiye tha.",Neutral
"Usage simple lagta hai, lekin kabhi kabhi kapde tangling issue hota hai.",Neutral
"Machine ka installation timely tha, par technician kaafi busy lagte hain.",Neutral
"Cleaning process efficient hai, but heavy stains ke liye improvement ki zarurat hai.",Neutral
"Machine ke features functional hain, par aur advanced options helpful hote.",Neutral
"Noise level acceptable hai, par high spin par noticeable hai.",Neutral
"Washing kaafi effective hai, but rinse cycle mein improvement ki zarurat hai.",Neutral
"Delivery ka experience theek tha, but packaging aur better ho sakti thi.",Neutral
"Machine ki motor long-lasting lagti hai, but high load ke liye zyada efficient nahi hai.",Neutral
"Machine ka appearance simple hai, lekin stylish design ho sakta tha.",Neutral
"Installation timely tha, lekin technician ka behavior aur professional ho sakta tha.",Neutral
"Machine ka vibration control average hai, par aur stable ho sakti thi.",Neutral
"Machine ki cleaning efficiency achhi hai, par drying speed slow lagti hai.",Neutral
"Machine ke control buttons functional hain, but placement aur better ho sakti thi.",Neutral
"Price range competitive hai, lekin features ke hisaab se thoda zyada lagta hai.",Neutral
"Washing process smooth hai, lekin drying mein zyada time lagta hai.",Neutral
"Machine ka water usage theek hai, par efficiency aur improve ki ja sakti hai.",Neutral
"Machine ke programs basic hain, lekin beginners ke liye sufficient hai.",Neutral
"Washing ka process simple hai, but drying ke liye aur optimization chahiye.",Neutral
"Installation ka process timely tha, lekin thoda zyada time lagta hai.",Neutral
"Machine ka design decent hai, but aur modern ho sakta tha.",Neutral
"Washing performance effective hai, but drying ke liye aur improvement ki zarurat hai.",Neutral
"Machine ke control buttons responsive hain, but placement aur better ho sakti thi.",Neutral
"Warranty ka process smooth tha, par extended warranty ka option helpful hota.",Neutral
"Water-saving feature functional hai, but kabhi kabhi pressure low lagta hai.",Neutral
"Machine ka appearance simple hai, lekin aur stylish lagti to better hota.",Neutral
"Noise level manageable hai, but aur silent ho sakti thi.",Neutral
"Delivery fast thi, par packaging aur secure ho sakti thi.",Neutral
"Washing kaafi smooth hai, but drying mein aur speed chahiye hoti hai.",Neutral
"Energy efficiency theek hai, but long-term cost ke liye aur optimize ho sakta tha.",Neutral
"Usage simple lagta hai, but kabhi kabhi lag issue hota hai.",Neutral
"Kapde theek hai, na bohot ache na bohot bure.",Neutral
"Fabric ki quality normal hai, jaise expect kiya tha.",Neutral
"Stitching average hai, price ke hisaab se theek hai.",Neutral
"Colors ache hain, lekin thode fade ho sakte hain.",Neutral
"Fitting theek hai, lekin perfect nahi hai.",Neutral
"Delivery time par hui, lekin packaging better ho sakti thi.",Neutral
"Design acha hai, lekin kuch alag nahi lagta.",Neutral
"Kapde durable lagte hain, lekin long-term ka nahi pata.",Neutral
Price ke hisaab se material decent hai.,Neutral
"Pattern stylish hai, lekin quality mein aur improvement ki zarurat hai.",Neutral
Clothing brand ka variety theek-thak hai.,Neutral
"Customer service helpful hai, lekin zyada responsive ho sakti hai.",Neutral
"Kapde lightweight hain, but softness average hai.",Neutral
"Zyada stylish nahi, lekin daily wear ke liye theek hai.",Neutral
"Color range badhiya hai, lekin sabhi color sabko suit nahi karte.",Neutral
"Kapde kaafi normal quality ke hain, overpriced lagte hain.",Neutral
"Fabric thoda patla hai, lekin comfort me thik hai.",Neutral
"Brand ka packaging okayish tha, kuch khaas nahi.",Neutral
"Kapde ironing ke baad ache lagte hain, lekin wrinkles jaldi aate hain.",Neutral
"Thread work decent hai, lekin close-up mein flaws dikhte hain.",Neutral
"Kapdon ka maintenance average hai, high maintenance nahi hai.",Neutral
"Summer ke liye theek hain, lekin winter mein warm nahi rahenge.",Neutral
"Kapdon ke color options theek-thak hain, lekin aur variety ho sakti hai.",Neutral
"Fabric durable lagta hai, lekin kuch zyada soft nahi hai.",Neutral
"Style trendy hai, lekin market mein aur bhi ache options hain.",Neutral
"Packaging aur finishing average thi, kuch khaas nahi tha.",Neutral
"Kapde lightweight hain, lekin transparency thodi zyada hai.",Neutral
"Customer support ka response timely tha, lekin solutions generic the.",Neutral
"Fitting thoda loose ya tight lagta hai, perfect nahi hai.",Neutral
"Material average hai, daily wear ke liye theek hai.",Neutral
"Price affordable lagta hai, lekin quality aur improve ho sakti hai.",Neutral
"Kapdon ke prints ache hain, lekin kuch plain lagte hain.",Neutral
"Kapdon ka stitching theek hai, durability ka kuch keh nahi sakte.",Neutral
"Brand ka delivery timing normal tha, late nahi hui.",Neutral
"Fabric ka thickness balanced hai, lekin zyada soft nahi hai.",Neutral
"Kapdon ka design decent hai, lekin fashionable nahi lagta.",Neutral
Wear and tear ke baad quality kaafi average hai.,Neutral
"Wash ke baad kapde shrink nahi hue, lekin texture thoda change ho gaya.",Neutral
"Kapde skin-friendly hain, lekin bohot breathable nahi lagte.",Neutral
"Brand ka reputation theek hai, lekin unique kuch nahi laga.",Neutral
Price ke hisaab se kapdon ki quality fair lagti hai.,Neutral
"Kapde ke buttons aur zippers functional hain, lekin high quality ke nahi.",Neutral
"Clothing style basic hai, lekin classy nahi lagta.",Neutral
"Summer ke liye theek hain, lekin harsh sunlight mein fade ho sakte hain.",Neutral
"Kapdon ka weight average hai, heavy ya lightweight nahi lagta.",Neutral
"Packaging neat thi, lekin premium feel nahi aaya.",Neutral
"Wash ke baad kapde manageable hain, lekin wrinkle-free nahi hain.",Neutral
"Fabric ka texture normal hai, bohot soft nahi lagta.",Neutral
Price aur quality ka balance thoda mismatch lagta hai.,Neutral
"Stitching solid lagti hai, lekin design ordinary hai.",Neutral
"Kapde ka shrinkage minimal tha, lekin stretchability kaafi limited hai.",Neutral
"Fitting decent thi, lekin body shape ke hisaab se perfect nahi lagi.",Neutral
"Kapdon ki variety okayish hai, bohot diverse nahi lagti.",Neutral
"Delivery timely thi, lekin packaging mein uniqueness ki kami thi.",Neutral
Kapde ka maintenance effort average lagta hai.,Neutral
"Fabric absorbent lagta hai, lekin long-term durability ka pata nahi.",Neutral
"Daily wear ke liye theek hain, lekin festive occasions ke liye nahi.",Neutral
"Kapdon ka stitching neat hai, lekin thread ka quality better ho sakta tha.",Neutral
"Kapde ka fall achha lagta hai, lekin movement restricted feel hoti hai.",Neutral
"Design plain hai, lekin decent lagta hai.",Neutral
"Kapde fitting ke hisaab se comfortable hain, lekin stylish nahi lagte.",Neutral
"Brand ka customer care satisfactory tha, lekin kaafi basic tha.",Neutral
"Colors vibrant hain, lekin wash ke baad dull ho sakte hain.",Neutral
"Kapde ke edges neatly finished hain, lekin premium touch nahi lagta.",Neutral
"Brand ka return policy simple hai, lekin zyada options nahi milte.",Neutral
"Kapde ka overall feel theek hai, premium nahi lagta.",Neutral
"Stitching tight lagti hai, lekin everyday wear ke liye theek hai.",Neutral
"Kapdon ki transparency manageable hai, lekin sheer hai.",Neutral
"Fabric ka softness average hai, lekin rough nahi lagta.",Neutral
"Design simple aur functional hai, lekin stand-out nahi lagta.",Neutral
"Kapde ka price zyada hai, lekin overall okayish hai.",Neutral
"Kapde dry cleaning ke baad fresh lagte hain, lekin wash ke baad dull.",Neutral
"Fabric ka thickness medium hai, lekin consistency nahi lagti.",Neutral
"Packaging minimal thi, lekin kapde safe aaye.",Neutral
Kapdon ka fitting body ke hisaab se okayish hai.,Neutral
"Fabric breathable hai, lekin lightweight nahi hai.",Neutral
"Kapdon ka maintenance moderate hai, zyada effort nahi lagta.",Neutral
Kapde ke color options safe aur basic hain.,Neutral
Wash ke baad shrinkage kaafi minor tha.,Neutral
"Kapde ke threads visible hain, lekin tear nahi hota.",Neutral
"Delivery time accurate tha, lekin brand communication basic tha.",Neutral
"Kapdon ki quality decent hai, lekin long-lasting nahi lagte.",Neutral
"Style modern hai, lekin trendy nahi lagta.",Neutral
"Fitting adjustable hai, lekin elastic tight lagta hai.",Neutral
Kapde ka casual wear mein use theek lagta hai.,Neutral
"Thread count average hai, premium nahi hai.",Neutral
"Kapde ka hand feel okayish hai, lekin harsh nahi hai.",Neutral
"Packaging kaafi simple thi, lekin efficient thi.",Neutral
"Kapdon ka delivery process smooth tha, lekin slow tha.",Neutral
Fabric ka thickness aur softness balanced hai.,Neutral
Kapdon ka variety aur range fair hai.,Neutral
Brand ka pricing policy justified lagta hai.,Neutral
Kapde ka washing ke baad fade nahi hua.,Neutral
"Thread quality decent hai, lekin premium nahi.",Neutral
Kapde ke maintenance mein zyada issues nahi hain.,Neutral
"Colors kaafi average lagte hain, vibrant nahi hain.",Neutral
Brand ka return exchange kaafi easy tha.,Neutral
"Kapde ka stitching loose tha, lekin use karne mein dikkat nahi.",Neutral
"Fabric ka thickness fair hai, lekin soft touch nahi hai.",Neutral
Kapdon ka casual aur daily wear ke liye theek hai.,Neutral
